,Analysts,Ticker,Report,Quarters,Points,Points_Estimate,Estimate_rate,Accuracy
1548,Analyst_4751723,ISRG,Jan 27,2,33,16.5,9.3%,36%
1549,Analyst_4751723,BIDU,Feb 24,2,33,16.5,13.3%,57%
1550,Analyst_4751723,EW,Feb 3,2,49,24.5,2.1%,65%
1551,Analyst_4751723,BLDR,Mar 3,1,18,18,9.8%,38%
1552,Analyst_4751723,BA,Jan 26,1,13,13,20.9%,69%
1553,Analyst_4751723,NOC,Jan 27,1,5,5,5.4%,51%
1554,Analyst_4751723,HON,Jan 28,1,14,14,0.9%,62%
1555,Analyst_4751723,MDT,Feb 22,1,24,24,2.2%,58%
1556,Buck_504550,GM,Feb 1,8,23,2.9,33.4%,32%
1557,Buck_504550,F,Jan 27,8,106,13.3,30.1%,52%
1558,Buck_504550,PAG,Feb 10,8,-9,-1.1,22.7%,41%
1559,Buck_504550,LEA,Jan 27,7,84,11.2,16.2%,60%
1560,Buck_504550,AXL,Feb 11,5,14,2.7,37.9%,43%
1561,Buck_504550,RUSHA,Feb 16,4,53,13.3,23.8%,61%
1562,Buck_504550,ALV,Jan 28,2,-19,-9.5,41.9%,30%
1563,Buck_504550,LAD,Feb 16,2,-23,-11.5,33.5%,32%
1564,Buck_504550,THRM,Feb 22,2,11,5.5,46.0%,43%
1565,Buck_504550,AN,Feb 4,2,17,8.5,30.5%,42%
1566,Buck_504550,SUP,Mar 4,2,2,1,87.9%,57%
1567,Buck_504550,GPI,Feb 10,2,-3,-1.5,38.0%,35%
1568,Buck_504550,APTV,Feb 3,2,1,0.5,39.1%,45%
1569,Buck_504550,KMX,Dec 22,0,-3,-6,13.8%,46%
1570,bdarbe11,ZS,Feb 24,3,21,7,16.0%,40%
1571,bdarbe11,NTAP,Feb 23,3,40,13.3,5.4%,45%
1572,bdarbe11,PTC,Jan 19,2,66,33,7.0%,84%
1573,bdarbe11,KEYS,Feb 17,2,53,26.5,5.5%,71%
1574,bdarbe11,SFIX,Mar 14,2,-3,-1.5,51.1%,20%
1575,bdarbe11,PVH,Mar 30,2,33,16.5,6.6%,67%
1576,bdarbe11,NSP,Feb 14,2,22,11,11.2%,58%
1577,bdarbe11,CPRT,Feb 22,2,56,28,2.9%,75%
1578,bdarbe11,SPLK,Mar 3,2,46,23,9.9%,58%
1579,bdarbe11,PLAY,Mar 29,2,15,7.5,15.6%,65%
1580,bdarbe11,TNET,Mar 1,2,-1,-0.5,19.4%,30%
1581,bdarbe11,NTNX,Mar 3,2,5,2.5,22.7%,50%
1582,bdarbe11,LZB,Feb 22,2,-13,-6.5,5.6%,53%
1583,bdarbe11,DOX,Feb 1,2,-14,-7,1.9%,26%
1584,bdarbe11,MMSI,Feb 22,2,-14,-7,24.8%,40%
1585,bdarbe11,TREX,Feb 22,2,51,25.5,3.1%,86%
1586,bdarbe11,TTEK,Feb 2,2,-38,-19,6.6%,13%
1587,bdarbe11,ULTA,Mar 10,1,-7,-7,1.1%,49%
1588,bdarbe11,SCVL,Mar 29,1,16,16,3.2%,76%
1589,bdarbe11,LULU,Dec 9,1,22,22,2.9%,51%
1590,bdarbe11,CAKE,Feb 23,1,-2,-2,8.0%,12%
1591,bdarbe11,TCOM,Dec 15,1,17,17,24.0%,35%
1592,bdarbe11,FIVE,Mar 23,1,20,20,12.5%,48%
1593,bdarbe11,RRGB,Mar 1,1,-5,-5,50.1%,65%
1594,bdarbe11,TRIP,Feb 16,1,-7,-7,14.4%,36%
1595,bdarbe11,JWN,Mar 3,1,8,8,20.7%,53%
1596,bdarbe11,EOG,Mar 1,1,11,11,5.7%,68%
1597,bdarbe11,GDOT,Feb 23,1,33,33,4.5%,78%
1598,bdarbe11,OXM,Mar 24,1,20,20,3.5%,62%
1599,bdarbe11,JJSF,Jan 24,1,15,15,2.3%,91%
1600,Analyst_2779233,PGTI,Feb 22,4,-40,-10,21.8%,23%
1601,Analyst_2779233,TJX,Mar 2,3,-45,-12.9,8.9%,23%
1602,Analyst_1390165,FB,Feb 2,17,302,17.8,6.3%,66%
1603,Analyst_1390165,AMZN,Feb 3,17,272,16,21.4%,61%
1604,Analyst_1390165,GOOGL,Feb 2,16,309,19.3,9.8%,57%
1605,Analyst_1390165,AAPL,Feb 1,16,259,16.2,5.6%,65%
1606,Analyst_1390165,MSFT,Jan 27,15,319,21.3,5.0%,63%
1607,Analyst_1390165,TJX,Mar 2,14,138,9.9,9.1%,54%
1608,Analyst_1390165,MA,Feb 3,14,342,24.4,2.9%,67%
1609,Analyst_1390165,TXN,Jan 26,13,187,14.4,5.9%,57%
1610,Analyst_1390165,ATVI,Feb 10,13,172,13.2,9.1%,61%
1611,Analyst_1390165,SWKS,Jan 27,12,110,9.2,1.9%,56%
1612,Analyst_1390165,BKNG,Mar 2,9,193,21.4,11.9%,67%
1613,Analyst_1390165,NFLX,Jan 18,8,99,12.4,11.2%,60%
1614,Analyst_1390165,WCN,Feb 16,7,15,2,5.6%,31%
1615,Analyst_1390165,ALLE,Feb 22,6,-8,-1.3,10.6%,17%
1616,Analyst_1390165,TSN,Feb 10,6,-48,-8,7.5%,11%
1617,Analyst_1390165,ADBE,Dec 16,6,137,22.8,2.5%,66%
1618,Analyst_1390165,LIN,Feb 17,5,18,3.6,4.3%,33%
1619,Analyst_1390165,EL,Feb 3,5,108,21.6,7.4%,64%
1620,Analyst_1390165,BLK,Jan 14,5,10,2,3.4%,70%
1621,Analyst_1390165,BIIB,Jan 27,5,71,14.2,6.2%,58%
1622,Analyst_1390165,TSCO,Feb 2,4,83,20.8,1.6%,70%
1623,Analyst_1390165,UNP,Jan 27,4,-60,-15,5.8%,17%
1624,Analyst_1390165,GGG,Jan 31,4,-30,-7.5,8.6%,23%
1625,Analyst_1390165,DHI,Jan 25,3,77,25.7,5.7%,67%
1626,Analyst_1390165,MTD,Feb 3,3,-29,-9.7,4.0%,17%
1627,Analyst_1390165,CRL,Feb 15,3,21,7,6.0%,44%
1628,Analyst_1390165,SLB,Jan 21,3,-77,-25.7,10.8%,4%
1629,Analyst_1390165,SBUX,Jan 27,3,91,30.3,2.5%,76%
1630,Analyst_1390165,DHR,Feb 1,3,30,10,6.7%,61%
1631,Analyst_1390165,FIVE,Mar 23,3,41,13.7,11.4%,32%
1632,rkwong00,ISRG,Jan 27,9,45,5,9.5%,53%
1633,rkwong00,CMG,Feb 8,9,-132,-13.9,22.6%,7%
1634,rkwong00,NFLX,Jan 18,8,54,6.8,9.9%,58%
1635,rkwong00,MCD,Jan 24,7,-9,-1.3,4.5%,39%
1636,rkwong00,MSFT,Jan 27,7,98,14,4.6%,52%
1637,rkwong00,AAPL,Feb 1,7,57,8.1,4.7%,54%
1638,rkwong00,AMZN,Feb 3,7,110,15.7,15.1%,53%
1639,rkwong00,FB,Feb 2,7,69,9.9,4.8%,58%
1640,rkwong00,AZO,Mar 1,7,27,3.9,4.8%,43%
1641,rkwong00,GOOGL,Feb 2,7,63,9,8.7%,46%
1642,rkwong00,HD,Feb 22,6,57,9.5,6.6%,48%
1643,rkwong00,LOW,Feb 23,6,48,8,2.6%,50%
1644,rkwong00,COST,Dec 9,6,-38,-6.3,4.4%,36%
1645,rkwong00,PLNT,Mar 1,5,53,10.6,30.5%,52%
1646,rkwong00,ADBE,Dec 16,5,118,23.6,1.6%,66%
1647,rkwong00,TSLA,Feb 2,5,-22,-4.4,39.3%,44%
1648,rkwong00,DPZ,Feb 24,5,-3,-0.6,6.2%,54%
1649,rkwong00,HES,Jan 26,5,50,10,42.9%,55%
1650,rkwong00,SPLK,Mar 3,4,45,11.3,13.1%,40%
1651,rkwong00,WMT,Feb 17,4,38,9.5,3.8%,57%
1652,rkwong00,BA,Jan 26,4,24,6,35.5%,62%
1653,rkwong00,ORCL,Dec 9,4,-39,-9.8,4.6%,24%
1654,rkwong00,PINS,Feb 10,3,-17,-5.7,40.2%,26%
1655,rkwong00,SBUX,Jan 27,3,-69,-23,25.2%,4%
1656,rkwong00,NKE,Dec 20,3,-6,-2,4.8%,32%
1657,rkwong00,BKNG,Mar 2,3,16,5.3,4.2%,60%
1658,rkwong00,VIAC,Feb 17,3,42,14,2.9%,75%
1659,rkwong00,ULTA,Mar 10,3,-26,-8.7,3.2%,44%
1660,rkwong00,LULU,Dec 9,3,22,7.3,13.8%,48%
1661,rkwong00,TTWO,Feb 9,3,-2,-0.7,8.2%,50%
1662,PCLA,GILD,Feb 8,25,273,10.9,9.2%,50%
1663,PCLA,GE,Jan 27,25,325,13,9.3%,58%
1664,PCLA,GS,Jan 18,25,304,12.2,11.2%,58%
1665,PCLA,BLK,Jan 14,25,398,15.9,3.5%,63%
1666,PCLA,JNJ,Jan 25,25,497,19.9,2.2%,57%
1667,PCLA,LMT,Feb 1,25,305,12.2,5.6%,48%
1668,PCLA,CVX,Jan 28,25,195,7.8,24.9%,52%
1669,PCLA,MS,Jan 20,25,395,15.8,11.5%,55%
1670,PCLA,XOM,Feb 1,25,225,9,14.3%,53%
1671,PCLA,NFLX,Jan 18,25,400,16,8.9%,58%
1672,PCLA,TRIP,Feb 16,25,256,10.2,15.6%,62%
1673,PCLA,AXP,Jan 20,25,291,11.6,5.9%,57%
1674,PCLA,DPZ,Feb 24,25,437,17.5,4.3%,56%
1675,PCLA,ISRG,Jan 27,25,314,12.6,8.1%,53%
1676,PCLA,BKNG,Mar 2,25,374,15,5.4%,55%
1677,PCLA,UAA,Feb 15,25,448,17.9,19.1%,63%
1678,PCLA,COST,Dec 9,25,284,11.4,3.6%,60%
1679,PCLA,TSLA,Feb 2,25,371,14.8,28.4%,63%
1680,PCLA,DIS,Feb 8,25,254,10.2,8.9%,55%
1681,PCLA,DECK,Feb 3,25,392,15.7,19.2%,51%
1682,PCLA,PEP,Feb 10,25,389,15.6,2.5%,52%
1683,PCLA,CMG,Feb 8,25,375,15,7.1%,64%
1684,PCLA,WMT,Feb 17,25,276,11,2.4%,58%
1685,PCLA,YUM,Feb 10,25,250,10,7.4%,55%
1686,PCLA,KO,Feb 9,25,350,14,2.7%,54%
1687,PCLA,AMZN,Feb 3,25,387,15.5,24.6%,57%
1688,PCLA,SBUX,Jan 27,25,298,11.9,3.2%,60%
1689,PCLA,MCD,Jan 24,25,425,17,3.6%,60%
1690,PCLA,AAPL,Feb 1,25,563,22.5,3.4%,64%
1691,PCLA,HPQ,Feb 23,25,426,17,3.2%,62%
1692,geekofdoom,NKE,Dec 20,1,-22,-22,4.7%,6%
1693,geekofdoom,CBRL,Feb 22,1,21,21,3.8%,42%
1694,geekofdoom,RCII,Feb 23,1,19,19,1.9%,69%
1695,geekofdoom,DKS,Mar 8,1,14,14,6.1%,42%
1696,geekofdoom,B,Feb 18,1,2,2,2.1%,33%
1697,geekofdoom,DBX,Feb 24,1,27,27,3.3%,64%
1698,Stephanie Benjamin,VVV,Feb 9,16,154,9.6,9.4%,44%
1699,Stephanie Benjamin,LKQ,Feb 24,14,42,3,12.8%,42%
1700,Stephanie Benjamin,LSTR,Jan 26,12,-68,-5.7,17.4%,28%
1701,Stephanie Benjamin,ABG,Feb 8,12,-43,-3.4,13.8%,25%
1702,Stephanie Benjamin,AN,Feb 4,12,2,0.2,19.3%,25%
1703,Stephanie Benjamin,CPRT,Feb 22,12,-10,-0.8,11.4%,27%
1704,Stephanie Benjamin,KAR,Feb 22,12,-118,-9.8,34.2%,21%
1705,Stephanie Benjamin,SAIA,Feb 4,12,-52,-4.3,13.3%,29%
1706,Stephanie Benjamin,PAG,Feb 10,11,-48,-4.2,18.1%,30%
1707,Stephanie Benjamin,MNRO,Feb 3,11,69,6,16.8%,48%
1708,Stephanie Benjamin,R,Feb 16,9,-17,-1.9,22.9%,38%
1709,Stephanie Benjamin,XPO,Feb 23,6,-4,-0.7,8.3%,35%
1710,Stephanie Benjamin,ATSG,Mar 7,4,19,4.8,14.9%,47%
1711,Analyst_8729406,SPLK,Mar 3,3,63,21,10.8%,55%
1712,Analyst_8729406,CRM,Mar 1,3,93,31,3.4%,66%
1713,Analyst_8729406,BOX,Mar 2,3,30,10,12.4%,48%
1714,Analyst_8729406,ADBE,Dec 16,3,105,35,1.3%,71%
1715,Analyst_8729406,ADSK,Mar 3,3,55,18.3,3.6%,48%
1716,Analyst_8729406,TGT,Mar 8,3,16,5.3,2.0%,67%
1717,Analyst_8729406,DOCU,Mar 17,3,71,23.7,26.0%,56%
1718,Analyst_8729406,BB,Dec 16,3,63,21,15.2%,59%
1719,Analyst_8729406,SWBI,Mar 3,3,60,20,10.9%,63%
1720,Analyst_8729406,ATVI,Feb 10,2,-8,-4,3.7%,63%
1721,Analyst_8729406,ETSY,Mar 1,2,52,26,10.5%,73%
1722,Analyst_8729406,PZZA,Feb 22,2,-6,-3,11.5%,67%
1723,Analyst_8729406,DLTR,Mar 2,2,58,29,0.5%,74%
1724,Analyst_8729406,ORCL,Dec 9,2,46,23,1.0%,67%
1725,Analyst_8729406,VMW,Feb 24,2,4,2,6.8%,25%
1726,Analyst_8729406,W,Feb 24,2,41,20.5,8.1%,66%
1727,Analyst_8729406,FL,Feb 25,2,41,20.5,2.2%,63%
1728,Analyst_8729406,KSS,Feb 24,2,58,29,0.9%,70%
1729,Analyst_8729406,ROST,Mar 1,2,4,2,1.8%,57%
1730,Analyst_8729406,URBN,Mar 8,2,54,27,1.6%,70%
1731,Analyst_8729406,GPS,Mar 3,2,18,9,2.6%,63%
1732,Analyst_8729406,BKNG,Mar 2,2,2,1,5.0%,54%
1733,Analyst_8729406,LOW,Feb 23,2,-3,-1.5,1.5%,52%
1734,Analyst_8729406,KR,Mar 3,2,56,28,4.4%,65%
1735,Analyst_8729406,BURL,Mar 3,2,32,16,3.7%,49%
1736,Analyst_8729406,AEO,Mar 2,2,65,32.5,2.7%,71%
1737,Analyst_8729406,CASY,Mar 7,2,13,6.5,9.4%,55%
1738,Analyst_8729406,LULU,Dec 9,2,51,25.5,9.8%,61%
1739,Analyst_8729406,BBWI,Feb 23,2,34,17,1.0%,72%
1740,Analyst_8729406,HD,Feb 22,2,52,26,3.8%,65%
1741,francescozunino,AMZN,Feb 3,9,114,12.7,19.5%,56%
1742,francescozunino,CRM,Mar 1,9,164,18.2,11.2%,60%
1743,francescozunino,GOOGL,Feb 2,9,137,15.2,11.4%,54%
1744,francescozunino,FB,Feb 2,8,142,17.8,6.8%,69%
1745,francescozunino,AAPL,Feb 1,8,105,13.1,8.5%,56%
1746,francescozunino,NVDA,Feb 17,8,147,18.4,10.1%,58%
1747,francescozunino,TGT,Mar 8,7,166,23.7,14.4%,78%
1748,francescozunino,QCOM,Feb 2,7,200,28.6,3.9%,72%
1749,francescozunino,JWN,Mar 3,7,50,7.1,20.5%,51%
1750,francescozunino,TWLO,Feb 15,7,191,27.3,33.8%,69%
1751,francescozunino,MSFT,Jan 27,6,134,22.3,5.3%,58%
1752,francescozunino,ETSY,Mar 1,6,96,16,11.0%,64%
1753,francescozunino,AMD,Feb 1,5,103,20.6,7.0%,68%
1754,francescozunino,ISRG,Jan 27,5,102,20.4,10.1%,52%
1755,francescozunino,WDAY,Feb 28,5,67,13.4,8.4%,47%
1756,francescozunino,ALGN,Feb 3,5,122,24.4,10.0%,68%
1757,francescozunino,WMT,Feb 17,5,112,22.4,6.1%,73%
1758,francescozunino,SDC,Mar 2,4,16,3.6,34.5%,52%
1759,francescozunino,TTD,Feb 17,4,99,24.8,14.2%,60%
1760,francescozunino,SHOP,Feb 16,4,53,13.3,27.9%,63%
1761,francescozunino,WSM,Mar 16,4,85,21.3,10.3%,57%
1762,francescozunino,ADBE,Dec 16,4,68,17,1.4%,61%
1763,francescozunino,LRCX,Jan 26,4,117,29.3,3.1%,65%
1764,francescozunino,LITE,Feb 8,3,65,21.7,8.9%,63%
1765,francescozunino,SQ,Mar 2,3,21,7,26.2%,56%
1766,francescozunino,M,Feb 22,3,-6,-2,33.6%,48%
1767,francescozunino,CPRI,Feb 9,3,9,3,6.0%,55%
1768,francescozunino,ANET,Feb 17,3,36,12,3.6%,51%
1769,francescozunino,LVS,Jan 26,3,9,3,31.7%,60%
1770,francescozunino,NOW,Jan 26,3,32,10.7,4.4%,50%
1771,Analyst_8523063,FB,Feb 2,8,120,15,4.2%,66%
1772,Analyst_8523063,AMZN,Feb 3,8,108,13.5,17.8%,56%
1773,Analyst_8523063,TSLA,Feb 2,7,42,6,46.4%,52%
1774,Analyst_8523063,NVDA,Feb 17,6,74,12.3,16.7%,64%
1775,Analyst_8523063,MSFT,Jan 27,5,91,18.2,6.7%,54%
1776,Analyst_8523063,OXY,Feb 15,5,42,8.4,24.5%,48%
1777,Analyst_8523063,ATVI,Feb 10,5,106,21.2,11.4%,62%
1778,Analyst_8523063,SNAP,Feb 8,5,37,7.4,23.9%,48%
1779,Analyst_8523063,JPM,Jan 14,5,68,13.6,11.1%,51%
1780,Analyst_8523063,AMD,Feb 1,4,1,0.3,17.4%,51%
1781,Analyst_8523063,ROKU,Feb 24,4,32,8,25.0%,56%
1782,Analyst_8523063,SHOP,Feb 16,4,87,21.8,28.5%,76%
1783,Analyst_8523063,SQ,Mar 2,4,74,18.5,41.2%,53%
1784,Analyst_8523063,W,Feb 24,4,26,6.5,30.1%,63%
1785,Analyst_8523063,MU,Dec 20,4,71,17.8,4.1%,66%
1786,Analyst_8523063,NFLX,Jan 18,4,48,10.7,15.7%,50%
1787,Analyst_8523063,DIS,Feb 8,4,92,23,31.4%,64%
1788,Analyst_8523063,BYND,Mar 3,3,39,13,48.2%,61%
1789,Analyst_8523063,ZM,Mar 9,3,82,27.3,15.1%,76%
1790,Analyst_8523063,PTON,Feb 9,3,17,5.7,34.2%,45%
1791,Analyst_8523063,DPZ,Feb 24,3,31,10.3,7.6%,62%
1792,Analyst_8523063,BKD,Feb 23,3,9,3,6.0%,30%
1793,Analyst_8523063,UI,Feb 10,3,89,29.7,4.2%,76%
1794,Analyst_8523063,QCOM,Feb 2,3,60,20,5.0%,54%
1795,Analyst_8523063,BKNG,Mar 2,3,11,3.7,6.9%,46%
1796,Analyst_8523063,TMUS,Feb 10,3,30,10,5.8%,34%
1797,Analyst_8523063,TTD,Feb 17,3,41,13.7,18.8%,50%
1798,Analyst_8523063,FSLR,Feb 24,2,38,19,60.0%,47%
1799,Analyst_8523063,GILD,Feb 8,2,29,14.5,13.0%,64%
1800,Analyst_8523063,GM,Feb 1,2,34,17,30.1%,68%
1801,Analyst_6060676,PRTY,Mar 10,1,19,19,37.4%,50%
1802,Analyst_6227769,ANF,Mar 2,1,5,5,4.5%,44%
1803,Diligence_Fund,ODP,Feb 23,5,26,5.2,21.9%,46%
1804,Diligence_Fund,F,Jan 27,4,-14,-3.5,8.7%,35%
1805,Diligence_Fund,BBBY,Jan 6,3,22,7.3,8.4%,50%
1806,Diligence_Fund,TOL,Feb 22,1,31,31,6.5%,79%
1807,Diligence_Fund,FL,Feb 25,1,46,46,0.3%,92%
1808,Diligence_Fund,M,Feb 22,1,10,10,36.2%,70%
1809,Diligence_Fund,NUE,Feb 1,1,12,12,7.0%,74%
1810,Diligence_Fund,SCHN,Jan 6,1,-12,-12,10.8%,18%
1811,Diligence_Fund,X,Feb 2,1,46,46,3.4%,85%
1812,Diligence_Fund,MPC,Feb 2,1,17,17,7.1%,58%
1813,Diligence_Fund,MS,Jan 20,1,25,25,2.1%,63%
1814,Diligence_Fund,GS,Jan 18,1,29,29,4.4%,70%
1815,Diligence_Fund,GBX,Jan 7,1,-4,-4,4.9%,66%
1816,Diligence_Fund,MU,Dec 20,1,41,41,2.5%,70%
1817,Diligence_Fund,RYAM,Jan 31,1,-12,-12,34.7%,30%
1818,Diligence_Fund,GM,Feb 1,1,1,1,6.9%,23%
1819,Diligence_Fund,GT,Feb 8,1,-5,-5,34.4%,65%
1820,NM501169,RCII,Feb 23,17,-92,-5.4,32.8%,28%
1821,NM501169,AAP,Feb 22,16,19,1.2,6.2%,42%
1822,NM501169,AAN,Feb 22,16,119,7.4,5.3%,57%
1823,NM501169,AZO,Mar 1,15,122,8.1,2.6%,52%
1824,NM501169,ORLY,Feb 9,15,105,6.8,2.4%,51%
1825,NM501169,MNRO,Feb 3,14,48,3.4,3.3%,45%
1826,NM501169,ROST,Mar 1,11,-298,-27.1,8.8%,1%
1827,NM501169,TJX,Mar 2,11,108,9.9,3.7%,49%
1828,NM501169,DLTR,Mar 2,9,-288,-30.3,11.9%,1%
1829,NM501169,BIG,Mar 4,9,-90,-10,20.3%,20%
1830,NM501169,GT,Feb 8,6,-181,-30.2,58.6%,0%
1831,NM501169,DG,Mar 17,5,-97,-17.6,13.1%,7%
1832,Analyst_5498960,TGT,Mar 8,6,103,17.2,12.6%,58%
1833,Analyst_5498960,HD,Feb 22,6,104,17.3,5.6%,69%
1834,Analyst_5498960,WMT,Feb 17,5,102,20.4,5.0%,78%
1835,Analyst_5498960,AAP,Feb 22,4,-97,-24.3,20.9%,2%
1836,Analyst_5498960,WSM,Mar 16,4,61,15.3,13.8%,50%
1837,Analyst_5498960,BBBY,Jan 6,4,67,16.8,31.6%,67%
1838,Analyst_5498960,KSS,Feb 24,4,58,14.5,19.0%,70%
1839,Analyst_5498960,BURL,Mar 3,3,14,4.7,15.2%,46%
1840,Analyst_5498960,DBI,Mar 15,3,78,26,16.8%,76%
1841,Analyst_5498960,M,Feb 22,3,43,14.3,40.2%,51%
1842,Analyst_5498960,UAA,Feb 15,3,-58,-19.3,51.7%,3%
1843,Analyst_5498960,RH,Mar 29,3,39,13,10.4%,43%
1844,Analyst_5498960,BBY,Mar 2,3,70,23.3,9.3%,83%
1845,Analyst_5498960,LULU,Dec 9,3,39,13,9.3%,55%
1846,Analyst_5498960,PVH,Mar 30,3,16,5.3,16.0%,24%
1847,Analyst_5498960,PTON,Feb 9,2,33,16.5,28.9%,58%
1848,Analyst_5498960,PLCE,Mar 8,2,-22,-11,7.3%,28%
1849,Analyst_5498960,NKE,Dec 20,2,-38,-19,41.6%,17%
1850,Analyst_5498960,PRTY,Mar 10,2,37,18.5,22.8%,73%
1851,Analyst_5498960,DG,Mar 17,2,15,7.5,1.4%,44%
1852,Analyst_5498960,BBW,Feb 17,2,50,25,43.3%,49%
1853,Analyst_5498960,FIVE,Mar 23,2,-3,-1.5,11.6%,39%
1854,Analyst_5498960,COST,Dec 9,2,28,14,9.0%,38%
1855,Analyst_5498960,CHS,Mar 2,2,28,14,45.5%,63%
1856,Analyst_5498960,SIG,Mar 17,2,63,31.5,14.4%,83%
1857,Analyst_5498960,AEO,Mar 2,2,-18,-9,8.6%,45%
1858,Analyst_5498960,GPS,Mar 3,2,26,13,34.1%,59%
1859,Analyst_5498960,TJX,Mar 2,1,13,13,1.5%,66%
1860,Analyst_5498960,CPRI,Feb 9,1,26,26,17.1%,64%
1861,Analyst_5498960,DECK,Feb 3,1,-7,-7,11.5%,46%
1862,Analyst_397314,VMW,Feb 24,4,13,3.3,8.1%,27%
1863,Analyst_397314,ROKU,Feb 24,4,-23,-5.8,46.4%,16%
1864,Analyst_397314,VEEV,Mar 1,4,99,24.8,4.5%,67%
1865,Analyst_397314,GDOT,Feb 23,4,9,2.3,19.0%,27%
1866,Analyst_397314,DIS,Feb 8,4,42,10.5,8.4%,56%
1867,Analyst_397314,CRM,Mar 1,3,74,24.7,10.4%,54%
1868,Analyst_397314,FB,Feb 2,3,12,4,5.7%,37%
1869,Analyst_397314,ANSS,Feb 23,3,-7,-2.3,15.6%,12%
1870,Analyst_397314,AVAV,Mar 8,3,42,14,18.4%,49%
1871,Analyst_397314,BIIB,Jan 27,3,2,0.7,7.2%,38%
1872,Analyst_397314,CIEN,Dec 9,3,49,16.3,8.2%,54%
1873,Analyst_397314,PANW,Mar 1,3,25,8.3,7.1%,35%
1874,Analyst_397314,GOOGL,Feb 2,3,30,10,10.6%,42%
1875,Analyst_397314,NVDA,Feb 17,3,27,9,14.6%,69%
1876,Analyst_397314,BA,Jan 26,3,36,12,18.7%,49%
1877,Analyst_397314,IRBT,Feb 9,3,-26,-8.7,38.0%,16%
1878,Analyst_397314,BABA,Feb 2,3,30,10,8.2%,53%
1879,Analyst_397314,TRIP,Feb 16,3,49,16.3,9.3%,76%
1880,Analyst_397314,NYT,Feb 3,3,16,5.3,9.6%,33%
1881,Analyst_397314,CNC,Feb 8,3,0,0,11.7%,33%
1882,Analyst_397314,ISRG,Jan 27,3,24,8,8.8%,23%
1883,Analyst_397314,BSX,Feb 3,3,56,18.7,1.0%,67%
1884,Analyst_397314,BIDU,Feb 24,3,23,7.7,12.1%,59%
1885,Analyst_397314,DDD,Mar 2,3,50,16.7,29.6%,63%
1886,Analyst_397314,LULU,Dec 9,3,-34,-11.3,6.5%,19%
1887,Analyst_397314,TSLA,Feb 2,3,-44,-14.7,48.8%,24%
1888,Analyst_397314,COST,Dec 9,3,-10,-3.3,4.6%,30%
1889,Analyst_397314,AMZN,Feb 3,3,-4,-1.3,4.6%,49%
1890,Analyst_397314,JD,Mar 3,3,-25,-8.3,41.1%,30%
1891,Analyst_397314,EA,Feb 1,3,23,7.7,11.0%,44%
1892,Analyst_3388435,TWTR,Feb 10,11,18,1.6,16.9%,41%
1893,Analyst_3388435,LULU,Dec 9,8,-22,-2.8,8.9%,28%
1894,Analyst_3388435,TSLA,Feb 2,8,32,4,28.0%,40%
1895,Analyst_3388435,SQ,Mar 2,6,38,6.3,17.5%,35%
1896,Analyst_3388435,RH,Mar 29,4,-40,-10,14.9%,9%
1897,Analyst_3388435,FIVE,Mar 23,4,-18,-4.5,17.1%,35%
1898,Analyst_3388435,BKNG,Mar 2,4,-23,-5.8,8.3%,19%
1899,Analyst_3388435,GRPN,Feb 16,4,28,7,30.2%,52%
1900,Analyst_3388435,BURL,Mar 3,4,82,20.5,3.9%,55%
1901,Analyst_3388435,X,Feb 2,4,-40,-10,25.8%,17%
1902,Analyst_3388435,XOM,Feb 1,4,44,11,13.7%,55%
1903,Analyst_3388435,AAPL,Feb 1,4,25,6.3,3.4%,57%
1904,Analyst_3388435,CIEN,Dec 9,4,-1,-0.3,8.8%,55%
1905,Analyst_3388435,BMI,Feb 7,4,31,7.8,8.5%,53%
1906,Analyst_3388435,ZG,Feb 10,4,-118,-29.5,27.5%,0%
1907,Analyst_3388435,FB,Feb 2,4,-12,-3,6.6%,34%
1908,Analyst_3388435,UBER,Feb 9,4,-54,-13.5,25.8%,24%
1909,Analyst_3388435,NKE,Dec 20,4,104,26,4.0%,82%
1910,Analyst_3388435,GM,Feb 1,4,-14,-3.5,12.9%,27%
1911,Analyst_3388435,GPS,Mar 3,4,-44,-11,15.1%,33%
1912,Analyst_3388435,LEVI,Feb 10,4,74,18.5,4.3%,62%
1913,Analyst_3388435,COST,Dec 9,4,33,8.3,2.3%,46%
1914,Analyst_3388435,MU,Dec 20,4,22,5.5,34.1%,38%
1915,Analyst_3388435,MSFT,Jan 27,4,-46,-11.5,11.5%,7%
1916,Analyst_3388435,CRM,Mar 1,4,-63,-15.8,10.7%,7%
1917,Analyst_3388435,MDB,Mar 16,4,-83,-20.8,23.8%,4%
1918,Analyst_3388435,SFIX,Mar 14,4,25,6.3,31.2%,38%
1919,Analyst_3388435,BB,Dec 16,1,13,13,45.8%,35%
1920,Analyst_3388435,CALM,Jan 7,1,-50,-50,60.8%,0%
1921,Buck_762529,WSM,Mar 16,7,24,3.4,4.9%,42%
1922,Buck_762529,FIVE,Mar 23,7,42,6,8.0%,50%
1923,Buck_762529,W,Feb 24,7,-26,-3.7,14.3%,29%
1924,Buck_762529,DG,Mar 17,7,95,13.6,1.8%,60%
1925,Buck_762529,DLTR,Mar 2,7,-106,-15.1,10.1%,23%
1926,Buck_762529,OLLI,Apr 6,7,31,4.4,5.7%,53%
1927,Bill,AAPL,Feb 1,30,484,16.1,4.4%,63%
