,Analysts,Ticker,Quarter,Reported,Rank,EPS_Points,Revenue_Points,Total_Points
85,Petr,TSLA,Q4 2019,"Jan 29, 2020",144 / 580,15,11,26
86,Petr,IBKR,Q4 2019,"Jan 21, 2020",12 / 22,-3,-2,-5
87,Petr,IBM,Q4 2019,"Jan 21, 2020",8 / 134,25,18,43
88,Petr,NFLX,Q4 2019,"Jan 21, 2020",221 / 296,10,-6,4
89,Petr,TTD,Q4 2018,"Feb 21, 2019",23 / 76,11,10,21
90,Petr,UCTT,Q4 2018,"Feb 21, 2019",6 / 11,-1,11,10
91,Petr,COTY,Q2 2019,"Feb 8, 2019",7 / 14,-2,22,20
92,Petr,TTD,Q3 2018,"Nov 8, 2018",49 / 73,-6,15,9
93,Petr,COTY,Q4 2018,"Aug 21, 2018",20 / 20,-25,-8,-33
94,Petr,SHAK,Q1 2017,"May 4, 2017",47 / 51,14,-25,-11
95,Petr,SHAK,Q4 2016,"Mar 1, 2017",62 / 63,-2,-16,-18
96,Petr,SHAK,Q3 2016,"Nov 9, 2016",61 / 70,-2,-5,-7
97,Petr,SHAK,Q2 2016,"Aug 10, 2016",20 / 77,25,9,34
98,Petr,SHAK,Q1 2016,"May 12, 2016",3 / 63,25,17,42
99,Petr,CAG,Q3 2016,"Apr 7, 2016",43 / 44,-6,-12,-18
100,Petr,OLLI,Q4 2015,"Apr 6, 2016",33 / 33,-6,-4,-10
101,Analyst_7077679,ANF,Q4 2019,"Mar 4, 2020",13 / 16,-3,-5,-8
102,Analyst_7077679,ANF,Q3 2019,"Nov 26, 2019",7 / 20,-3,12,9
103,Analyst_7077679,ANF,Q2 2019,"Aug 29, 2019",8 / 24,-3,23,20
104,Analyst_7077679,ANF,Q1 2019,"May 29, 2019",20 / 33,10,-10,0
105,Analyst_7077679,ANF,Q4 2018,"Mar 6, 2019",20 / 35,-4,16,12
106,Analyst_7077679,ANF,Q3 2018,"Nov 29, 2018",3 / 39,23,17,40
107,cms574,DE,Q2 2020,"May 22, 2020",5 / 19,16,8,24
108,cms574,ORLY,Q4 2019,"Feb 5, 2020",10 / 22,-1,10,9
109,cms574,GOOGL,Q4 2019,"Feb 3, 2020",147 / 289,9,-3,6
110,Analyst_9443238,BBY,Q4 2019,"Feb 27, 2019",23 / 51,9,16,25
111,Analyst_2299911,PYPL,Q2 2019,"Jul 24, 2019",110 / 128,-7,-3,-10
112,Analyst_2299911,PYPL,Q1 2019,"Apr 24, 2019",133 / 145,-6,-3,-9
113,Analyst_2299911,PYPL,Q4 2018,"Jan 30, 2019",127 / 132,-25,-3,-28
114,Analyst_2299911,XOXO,Q3 2018,"Nov 1, 2018",6 / 6,-24,-20,-44
115,Analyst_2299911,PYPL,Q3 2018,"Oct 18, 2018",161 / 178,-7,-2,-9
116,Analyst_2299911,XOXO,Q2 2018,"Jul 31, 2018",7 / 7,-25,6,-19
117,zip159,FND,Q4 2019,"Feb 20, 2020",4 / 14,10,-1,9
118,Analyst_76071,AAPL,Q4 2021,"Oct 28, 2021",84 / 324,-1,-1,-2
119,Analyst_76071,MU,Q4 2021,"Sep 28, 2021",37 / 88,16,-1,15
120,Analyst_76071,MTN,Q4 2021,"Sep 23, 2021",2 / 11,24,9,33
121,Analyst_76071,NKE,Q1 2022,"Sep 23, 2021",12 / 70,22,-3,19
122,Analyst_76071,COST,Q4 2021,"Sep 23, 2021",2 / 56,15,21,36
123,Analyst_76071,ZM,Q4 2021,"Mar 1, 2021",74 / 111,12,-2,10
124,Analyst_76071,FVRR,Q4 2020,"Feb 18, 2021",11 / 33,-3,20,17
125,Analyst_76071,DG,Q3 2020,"Dec 3, 2020",21 / 22,-20,-21,-41
126,Analyst_76071,CRM,Q3 2021,"Dec 1, 2020",51 / 102,10,9,19
127,Analyst_76071,A,Q4 2020,"Nov 23, 2020",7 / 21,13,9,22
128,Analyst_76071,UNH,Q3 2020,"Oct 14, 2020",17 / 34,9,10,19
129,Analyst_76071,ROST,Q4 2019,"Mar 3, 2020",4 / 16,-1,16,15
130,Analyst_76071,SRE,Q4 2019,"Feb 27, 2020",2 / 5,-4,19,15
131,Analyst_76071,CRM,Q4 2020,"Feb 25, 2020",8 / 116,20,15,35
132,Analyst_76071,HD,Q4 2019,"Feb 25, 2020",21 / 65,13,-1,12
133,Analyst_76071,ITRI,Q4 2019,"Feb 24, 2020",10 / 22,12,14,26
134,Analyst_76071,AWR,Q4 2019,"Feb 24, 2020",6 / 7,19,-6,13
135,Analyst_76071,WIX,Q4 2019,"Feb 20, 2020",5 / 21,23,-2,21
136,Analyst_76071,AWK,Q4 2019,"Feb 18, 2020",4 / 11,-6,15,9
137,Analyst_76071,CSCO,Q2 2020,"Feb 12, 2020",46 / 128,0,-1,-1
138,Analyst_76071,RNG,Q4 2019,"Feb 10, 2020",4 / 33,-2,23,21
139,Analyst_76071,TDG,Q1 2020,"Feb 4, 2020",1 / 11,14,25,39
140,Analyst_76071,EW,Q4 2019,"Jan 30, 2020",5 / 23,-3,20,17
141,Analyst_76071,MSFT,Q2 2020,"Jan 29, 2020",75 / 299,13,10,23
142,Analyst_76071,MA,Q4 2019,"Jan 29, 2020",3 / 92,20,19,39
143,robert brand,THO,Q1 2022,"Dec 8, 2021",2 / 17,16,13,29
144,robert brand,DOCU,Q3 2022,"Dec 2, 2021",11 / 48,13,15,28
145,robert brand,CRWD,Q3 2022,"Dec 1, 2021",5 / 60,17,21,38
146,robert brand,AMBA,Q3 2022,"Nov 30, 2021",25 / 30,12,-8,4
147,robert brand,ZS,Q1 2022,"Nov 30, 2021",27 / 37,-6,10,4
148,robert brand,CRM,Q3 2022,"Nov 30, 2021",53 / 80,18,-5,13
149,robert brand,AMAT,Q4 2021,"Nov 18, 2021",39 / 48,-5,-3,-8
150,robert brand,BABA,Q2 2022,"Nov 18, 2021",104 / 161,-4,-3,-7
151,robert brand,CSIQ,Q3 2021,"Nov 18, 2021",8 / 11,8,-3,5
152,robert brand,KSS,Q3 2021,"Nov 18, 2021",7 / 16,9,11,20
153,robert brand,M,Q3 2021,"Nov 18, 2021",3 / 21,13,17,30
154,robert brand,NVDA,Q3 2022,"Nov 17, 2021",86 / 212,12,13,25
155,robert brand,WMT,Q3 2022,"Nov 16, 2021",41 / 54,-5,10,5
156,robert brand,AXON,Q3 2021,"Nov 15, 2021",2 / 15,11,19,30
157,robert brand,AAP,Q3 2021,"Nov 15, 2021",4 / 12,15,14,29
158,robert brand,RNG,Q3 2021,"Nov 9, 2021",9 / 17,-5,16,11
159,robert brand,DHI,Q4 2021,"Nov 9, 2021",4 / 20,19,17,36
160,robert brand,PLTR,Q3 2021,"Nov 9, 2021",55 / 71,-5,-3,-8
161,robert brand,BLDP,Q3 2021,"Nov 9, 2021",8 / 9,-10,-5,-15
162,robert brand,CARA,Q3 2021,"Nov 8, 2021",1 / 7,11,18,29
163,robert brand,TPIC,Q3 2021,"Nov 8, 2021",4 / 5,-3,-3,-6
164,robert brand,TTD,Q3 2021,"Nov 8, 2021",1 / 44,25,20,45
165,robert brand,CGC,Q2 2022,"Nov 5, 2021",8 / 13,-4,-3,-7
166,robert brand,ILMN,Q3 2021,"Nov 4, 2021",2 / 13,19,17,36
167,robert brand,FSLR,Q3 2021,"Nov 4, 2021",10 / 24,-2,-3,-5
168,Analyst_2818898,FL,Q4 2019,"Feb 28, 2020",21 / 39,14,-1,13
169,Analyst_9351012,LL,Q4 2019,"Feb 25, 2020",17 / 18,-6,-9,-15
170,Analyst_9351012,LL,Q3 2019,"Nov 6, 2019",2 / 18,-3,15,12
171,Analyst_9351012,LL,Q2 2019,"Aug 7, 2019",11 / 13,-19,-4,-23
172,Analyst_9351012,LL,Q1 2019,"Apr 30, 2019",2 / 12,22,16,38
173,Analyst_9351012,LL,Q4 2018,"Mar 18, 2019",16 / 28,-6,19,13
174,Analyst_9351012,LL,Q3 2018,"Oct 30, 2018",19 / 22,-15,10,-5
175,Analyst_9351012,LL,Q2 2018,"Jul 31, 2018",2 / 18,11,17,28
176,Analyst_9351012,LL,Q1 2018,"May 1, 2018",5 / 19,21,-8,13
177,Analyst_9351012,LL,Q4 2017,"Feb 27, 2018",1 / 31,20,24,44
178,Analyst_9351012,LL,Q2 2017,"Aug 1, 2017",24 / 28,-5,-3,-8
179,Analyst_5998654,KBH,Q1 2020,"Mar 26, 2020",10 / 13,-3,-4,-7
180,Analyst_5998654,TOL,Q1 2020,"Feb 25, 2020",4 / 10,16,10,26
181,Analyst_5998654,PPC,Q4 2019,"Feb 20, 2020",9 / 9,6,-2,4
182,Analyst_5998654,AAN,Q4 2019,"Feb 20, 2020",8 / 9,-3,-5,-8
183,Analyst_5998654,GOLD,Q4 2019,"Feb 12, 2020",19 / 25,-4,-6,-10
184,lect,IAC,Q2 2020,"Aug 10, 2020",8 / 17,11,9,20
185,lect,FTNT,Q2 2020,"Aug 6, 2020",6 / 56,12,16,28
186,lect,GCI,Q2 2020,"Aug 6, 2020",1 / 20,20,16,36
187,lect,LHX,Q2 2020,"Jul 31, 2020",3 / 27,22,-6,16
188,lect,GOOGL,Q2 2020,"Jul 30, 2020",142 / 265,20,-6,14
189,lect,SIRI,Q2 2020,"Jul 30, 2020",23 / 30,-5,-3,-8
190,lect,CMCSA,Q2 2020,"Jul 30, 2020",28 / 34,21,-25,-4
191,lect,QCOM,Q3 2020,"Jul 29, 2020",27 / 75,13,14,27
192,lect,EBAY,Q2 2020,"Jul 28, 2020",15 / 118,22,17,39
193,lect,VZ,Q2 2020,"Jul 24, 2020",31 / 40,11,-6,5
194,lect,TWTR,Q2 2020,"Jul 23, 2020",41 / 125,12,-2,10
195,lect,MSFT,Q4 2020,"Jul 22, 2020",54 / 363,13,19,32
196,lect,LAD,Q2 2020,"Jul 22, 2020",18 / 24,-4,-3,-7
197,lect,TXN,Q2 2020,"Jul 21, 2020",2 / 54,20,13,33
198,lect,KO,Q2 2020,"Jul 21, 2020",67 / 78,-9,-7,-16
199,lect,IBM,Q2 2020,"Jul 20, 2020",88 / 105,-25,18,-7
200,lect,CALM,Q4 2020,"Jul 20, 2020",13 / 23,-2,-1,-3
201,lect,ALV,Q2 2020,"Jul 17, 2020",19 / 21,-3,-17,-20
202,lect,DPZ,Q2 2020,"Jul 16, 2020",2 / 49,12,24,36
203,lect,PEP,Q2 2020,"Jul 13, 2020",40 / 55,-3,10,7
204,lect,PLAN,Q1 2021,"May 26, 2020",1 / 10,25,14,39
205,lect,SHAK,Q1 2020,"May 4, 2020",21 / 21,-14,-25,-39
206,lect,TWTR,Q1 2020,"Apr 30, 2020",131 / 140,-18,-10,-28
207,lect,MCD,Q1 2020,"Apr 30, 2020",57 / 74,-2,-4,-6
208,lect,NOW,Q1 2020,"Apr 29, 2020",44 / 47,-5,-5,-10
209,Buck_106696,WWW,Q4 2020,"Feb 25, 2021",10 / 11,,-25,-25
210,Buck_106696,PVH,Q3 2020,"Dec 2, 2020",11 / 12,-10,,-10
211,Buck_106696,WWW,Q3 2020,"Nov 5, 2020",15 / 15,-25,-25,-50
212,Buck_106696,UAA,Q3 2020,"Oct 30, 2020",6 / 47,17,12,29
213,Buck_106696,PVH,Q2 2020,"Sep 2, 2020",5 / 10,9,,9
214,Buck_106696,WWW,Q2 2020,"Aug 5, 2020",15 / 15,15,-25,-10
215,Buck_106696,UAA,Q2 2020,"Jul 31, 2020",45 / 46,-10,-13,-23
216,Buck_106696,NKE,Q4 2020,"Jun 25, 2020",118 / 121,-8,-12,-20
217,Buck_106696,PVH,Q1 2020,"Jun 11, 2020",13 / 15,-11,,-11
218,Buck_106696,RL,Q4 2020,"May 27, 2020",13 / 13,-12,-25,-37
219,Buck_106696,DECK,Q4 2020,"May 21, 2020",25 / 27,-4,-11,-15
220,Buck_106696,VFC,Q4 2020,"May 15, 2020",23 / 23,-16,-18,-34
221,Buck_106696,UAA,Q1 2020,"May 11, 2020",47 / 52,-6,-19,-25
222,Buck_106696,WWW,Q1 2020,"Apr 22, 2020",12 / 12,-25,-25,-50
223,Buck_106696,PVH,Q4 2019,"Apr 1, 2020",17 / 18,3,,3
224,Buck_106696,LULU,Q4 2019,"Mar 26, 2020",97 / 97,-20,-25,-45
225,Buck_106696,NKE,Q3 2020,"Mar 24, 2020",6 / 87,17,13,30
226,Buck_106696,HIBB,Q4 2020,"Mar 20, 2020",18 / 18,-5,-25,-30
227,Buck_106696,GIII,Q4 2020,"Mar 19, 2020",6 / 7,-4,-4,-8
228,Buck_106696,DKS,Q4 2019,"Mar 10, 2020",22 / 30,-7,,-7
229,Buck_106696,BURL,Q4 2019,"Mar 5, 2020",13 / 14,-22,,-22
230,Buck_106696,ROST,Q4 2019,"Mar 3, 2020",14 / 16,-23,,-23
231,Buck_106696,FL,Q4 2019,"Feb 28, 2020",34 / 39,-21,-3,-24
232,Buck_106696,WWW,Q4 2019,"Feb 25, 2020",20 / 21,-14,-5,-19
233,Buck_106696,UAA,Q4 2019,"Feb 11, 2020",21 / 64,-1,-3,-4
234,Analyst_6593974,AMD,Q1 2020,"Apr 28, 2020",291 / 335,-17,-1,-18
235,Analyst_6593974,HCA,Q1 2020,"Apr 21, 2020",2 / 10,-2,19,17
236,Analyst_6593974,FDX,Q3 2020,"Mar 17, 2020",13 / 28,-1,-3,-4
237,Analyst_6593974,DOCU,Q4 2020,"Mar 12, 2020",22 / 42,10,7,17
238,Analyst_6593974,ZM,Q4 2020,"Mar 4, 2020",40 / 62,9,8,17
239,Analyst_6593974,TGT,Q4 2019,"Mar 3, 2020",3 / 58,20,21,41
240,Analyst_6593974,BBWI,Q4 2019,"Feb 26, 2020",11 / 22,-2,-2,-4
241,Analyst_6593974,LOW,Q4 2019,"Feb 26, 2020",2 / 22,16,15,31
242,Analyst_6593974,CRM,Q4 2020,"Feb 25, 2020",92 / 116,-7,10,3
243,Analyst_6593974,DBX,Q4 2019,"Feb 20, 2020",19 / 49,13,16,29
244,Analyst_6593974,DISH,Q4 2019,"Feb 19, 2020",38 / 45,-5,-3,-8
245,Analyst_6593974,ENPH,Q4 2019,"Feb 18, 2020",22 / 51,11,18,29
246,SW928706,WGO,Q4 2020,"Oct 21, 2020",21 / 21,10,-25,-15
247,SW928706,THO,Q4 2020,"Sep 28, 2020",21 / 24,15,-25,-10
248,SW928706,WGO,Q3 2020,"Jun 24, 2020",16 / 17,-25,-8,-33
249,SW928706,THO,Q3 2020,"Jun 8, 2020",12 / 15,-11,-6,-17
250,SW928706,WGO,Q2 2020,"Mar 25, 2020",12 / 12,-4,-25,-29
251,SW928706,THO,Q2 2020,"Mar 9, 2020",16 / 16,-15,-12,-27
252,SW928706,CWH,Q4 2019,"Feb 27, 2020",9 / 9,-19,-10,-29
253,SW928706,AAP,Q4 2019,"Feb 18, 2020",3 / 13,10,,10
254,SW928706,ORLY,Q4 2019,"Feb 5, 2020",21 / 22,-25,,-25
255,SW928706,BC,Q4 2019,"Jan 30, 2020",29 / 30,-25,,-25
256,SW928706,HOG,Q4 2019,"Jan 28, 2020",5 / 37,25,-6,19
257,SW928706,PII,Q4 2019,"Jan 28, 2020",32 / 33,-25,19,-6
258,SW928706,WGO,Q1 2020,"Dec 20, 2019",17 / 20,-2,-3,-5
259,SW928706,THO,Q1 2020,"Dec 9, 2019",24 / 24,-6,-18,-24
260,SW928706,AAP,Q3 2019,"Nov 12, 2019",11 / 16,-6,,-6
261,SW928706,CWH,Q3 2019,"Nov 7, 2019",14 / 14,-7,-7,-14
262,SW928706,HZO,Q4 2019,"Oct 29, 2019",20 / 27,17,-25,-8
263,SW928706,BC,Q3 2019,"Oct 24, 2019",25 / 28,-19,,-19
264,SW928706,ORLY,Q3 2019,"Oct 23, 2019",11 / 20,-4,,-4
265,SW928706,WGO,Q4 2019,"Oct 23, 2019",9 / 15,15,-15,0
266,SW928706,HOG,Q3 2019,"Oct 22, 2019",10 / 43,11,17,28
267,SW928706,PII,Q3 2019,"Oct 22, 2019",29 / 30,21,-25,-4
268,SW928706,THO,Q4 2019,"Sep 30, 2019",26 / 29,18,-25,-7
269,SW928706,AZO,Q4 2019,"Sep 24, 2019",15 / 35,-3,,-3
270,SW928706,AAP,Q2 2019,"Aug 13, 2019",4 / 22,18,,18
271,Analyst_3020600,TSLA,Q4 2020,"Jan 27, 2021",64 / 413,-3,22,19
272,Analyst_3020600,HD,Q3 2020,"Nov 17, 2020",41 / 47,-16,-15,-31
273,Analyst_3020600,TSLA,Q3 2020,"Oct 21, 2020",164 / 472,-3,24,21
274,Analyst_3020600,HD,Q2 2020,"Aug 18, 2020",41 / 67,-3,-4,-7
275,Analyst_3020600,TSLA,Q2 2020,"Jul 22, 2020",313 / 636,17,-8,9
276,Analyst_3020600,HD,Q1 2020,"May 19, 2020",22 / 68,-4,12,8
277,Analyst_3020600,TSLA,Q1 2020,"Apr 29, 2020",336 / 506,16,-11,5
278,Analyst_3020600,HD,Q4 2019,"Feb 25, 2020",36 / 65,9,-1,8
279,Analyst_3020600,TSLA,Q4 2019,"Jan 29, 2020",147 / 580,15,11,26
280,mattstockpicker,AXP,Q2 2020,"Jul 24, 2020",1 / 34,14,18,32
281,mattstockpicker,BBWI,Q1 2020,"May 20, 2020",11 / 15,-6,-8,-14
282,mattstockpicker,EVR,Q1 2020,"Apr 22, 2020",6 / 8,-8,10,2
283,mattstockpicker,BIDU,Q4 2019,"Feb 27, 2020",96 / 101,-4,-7,-11
284,mattstockpicker,ADSK,Q4 2020,"Feb 27, 2020",18 / 22,12,-17,-5
285,mattstockpicker,BBWI,Q4 2019,"Feb 26, 2020",22 / 22,-16,-8,-24
286,mattstockpicker,GOOGL,Q4 2019,"Feb 3, 2020",249 / 289,9,-5,4
287,mattstockpicker,AAPL,Q1 2020,"Jan 28, 2020",233 / 513,10,9,19
288,mattstockpicker,STLD,Q4 2019,"Jan 22, 2020",2 / 14,18,13,31
289,mattstockpicker,JNJ,Q4 2019,"Jan 22, 2020",9 / 79,21,-1,20
290,mattstockpicker,IBM,Q4 2019,"Jan 21, 2020",97 / 134,-2,-3,-5
291,mattstockpicker,ORCL,Q2 2020,"Dec 12, 2019",53 / 80,12,-6,6
292,mattstockpicker,LULU,Q3 2019,"Dec 11, 2019",121 / 153,-7,-4,-11
293,Stephanie Wissink,PBH,Q4 2021,"May 6, 2021",2 / 2,-4,-4,-8
294,Stephanie Wissink,PBH,Q3 2021,"Feb 4, 2021",3 / 3,13,-5,8
295,Stephanie Wissink,PBH,Q2 2021,"Nov 5, 2020",2 / 2,-8,21,13
296,Stephanie Wissink,IPAR,Q3 2020,"Oct 27, 2020",2 / 2,-7,-6,-13
297,Stephanie Wissink,BBW,Q2 2020,"Sep 1, 2020",4 / 4,,-15,-15
298,Stephanie Wissink,RGS,Q4 2020,"Aug 31, 2020",3 / 3,-6,-12,-18
299,Stephanie Wissink,ULTA,Q2 2020,"Aug 27, 2020",18 / 18,-19,-25,-44
300,Stephanie Wissink,COTY,Q4 2020,"Aug 27, 2020",11 / 11,-7,-9,-16
301,Stephanie Wissink,EL,Q4 2020,"Aug 20, 2020",15 / 15,-13,-25,-38
302,Stephanie Wissink,IPAR,Q2 2020,"Aug 10, 2020",5 / 5,-13,-12,-25
303,Stephanie Wissink,PBH,Q1 2021,"Aug 6, 2020",4 / 4,-4,15,11
304,Stephanie Wissink,SBH,Q3 2020,"Jul 30, 2020",5 / 5,-18,-12,-30
305,Stephanie Wissink,RGS,Q3 2020,"Jun 18, 2020",6 / 6,3,-25,-22
306,Stephanie Wissink,BBW,Q1 2020,"Jun 2, 2020",4 / 4,,-15,-15
307,Stephanie Wissink,ULTA,Q1 2020,"May 28, 2020",29 / 30,-25,-25,-50
308,Stephanie Wissink,IPAR,Q1 2020,"May 11, 2020",5 / 5,-13,-25,-38
309,Stephanie Wissink,COTY,Q3 2020,"May 11, 2020",7 / 7,-7,-25,-32
310,Stephanie Wissink,PBH,Q4 2020,"May 7, 2020",2 / 5,10,12,22
311,Stephanie Wissink,SBH,Q2 2020,"May 6, 2020",6 / 6,-25,-15,-40
312,Stephanie Wissink,EL,Q3 2020,"May 1, 2020",12 / 12,-16,-4,-20
313,Stephanie Wissink,GME,Q4 2019,"Mar 26, 2020",41 / 41,-5,-25,-30
314,Stephanie Wissink,ULTA,Q4 2019,"Mar 12, 2020",26 / 28,-12,-25,-37
315,Stephanie Wissink,BBW,Q4 2019,"Mar 11, 2020",4 / 6,,-5,-5
316,Stephanie Wissink,IPAR,Q4 2019,"Mar 2, 2020",4 / 4,-19,-16,-35
317,Stephanie Wissink,JAKK,Q4 2019,"Feb 19, 2020",20 / 20,-5,-25,-30
318,Analyst_4229857,XRX,Q2 2020,"Jul 28, 2020",3 / 15,-5,20,15
319,Analyst_4229857,PLCE,Q1 2020,"Jun 11, 2020",4 / 11,16,-1,15
320,Analyst_4229857,OXM,Q1 2020,"Jun 10, 2020",1 / 5,12,19,31
321,Analyst_4229857,AZO,Q4 2019,"Sep 24, 2019",18 / 35,-2,-3,-5
322,Analyst_4229857,CONN,Q2 2020,"Sep 3, 2019",4 / 14,8,12,20
323,Analyst_4229857,FIT,Q1 2019,"May 1, 2019",78 / 92,-6,-4,-10
324,Analyst_4229857,BBBY,Q4 2018,"Apr 10, 2019",22 / 82,-3,17,14
325,Analyst_4229857,JKS,Q4 2018,"Mar 22, 2019",17 / 24,-4,-4,-8
326,Analyst_4229857,HIBB,Q4 2019,"Mar 22, 2019",16 / 35,-3,-1,-4
327,Analyst_4229857,MOMO,Q4 2018,"Mar 12, 2019",40 / 49,-5,-4,-9
328,Analyst_4229857,COUP,Q4 2019,"Mar 11, 2019",45 / 48,-8,-4,-12
329,Analyst_4229857,IPAR,Q4 2018,"Mar 4, 2019",8 / 10,-4,-1,-5
330,Analyst_4229857,BKNG,Q4 2018,"Feb 27, 2019",74 / 101,-3,-1,-4
331,Analyst_4229857,DFODQ,Q4 2018,"Feb 27, 2019",16 / 20,10,-4,6
332,Analyst_4229857,CPB,Q2 2019,"Feb 27, 2019",20 / 27,7,13,20
333,Analyst_4229857,TJX,Q4 2019,"Feb 27, 2019",16 / 26,-3,8,5
334,Analyst_4229857,LOW,Q4 2018,"Feb 27, 2019",5 / 37,-1,19,18
335,Analyst_4229857,DY,Q4 2019,"Feb 27, 2019",6 / 7,8,5,13
336,Analyst_4229857,BBY,Q4 2019,"Feb 27, 2019",40 / 51,-4,-2,-6
337,Analyst_4229857,TOL,Q1 2019,"Feb 26, 2019",11 / 13,-5,-4,-9
338,Analyst_4229857,IMAX,Q4 2018,"Feb 26, 2019",28 / 34,-4,-4,-8
339,Analyst_4229857,PLNT,Q4 2018,"Feb 26, 2019",14 / 38,-10,22,12
340,Analyst_4229857,VEEV,Q4 2019,"Feb 26, 2019",42 / 49,-8,-5,-13
341,Analyst_4229857,WW,Q4 2018,"Feb 26, 2019",15 / 43,15,-2,13
342,Analyst_4229857,FTR,Q4 2018,"Feb 26, 2019",2 / 28,25,-4,21
343,Analyst_2206610,FLWS,Q4 2021,"Aug 26, 2021",4 / 5,-8,-6,-14
344,Analyst_2206610,TXRH,Q2 2021,"Jul 29, 2021",15 / 16,-25,-23,-48
345,Analyst_2206610,LOCO,Q1 2021,"May 6, 2021",4 / 6,-5,-4,-9
346,Analyst_2206610,CAR,Q1 2021,"May 3, 2021",7 / 9,-4,-5,-9
347,Analyst_2206610,AMZN,Q1 2021,"Apr 29, 2021",204 / 239,-5,-3,-8
348,Analyst_2206610,TXRH,Q1 2021,"Apr 29, 2021",5 / 16,10,10,20
349,Analyst_2206610,NDLS,Q1 2021,"Apr 29, 2021",6 / 8,-5,7,2
350,Analyst_2206610,LUV,Q1 2021,"Apr 22, 2021",2 / 20,22,-1,21
351,Analyst_2206610,ALK,Q1 2021,"Apr 22, 2021",1 / 15,21,23,44
352,Analyst_2206610,CMG,Q1 2021,"Apr 21, 2021",6 / 85,-2,23,21
353,Analyst_2206610,FIVE,Q1 2020,"Jun 9, 2020",3 / 15,12,15,27
354,Analyst_2206610,DKS,Q3 2019,"Nov 26, 2019",23 / 34,8,8,16
355,Analyst_2206610,ANF,Q3 2019,"Nov 26, 2019",2 / 20,25,17,42
356,Analyst_2206610,BURL,Q3 2019,"Nov 26, 2019",11 / 20,9,-2,7
357,Analyst_2206610,LOW,Q3 2019,"Nov 20, 2019",19 / 27,-4,11,7
358,Analyst_2206610,KSS,Q3 2019,"Nov 19, 2019",20 / 27,-3,-3,-6
359,Analyst_2206610,PBPB,Q3 2019,"Nov 4, 2019",9 / 10,-5,12,7
360,Analyst_2206610,DKS,Q2 2019,"Aug 22, 2019",24 / 43,10,9,19
361,Analyst_2206610,AAP,Q2 2019,"Aug 13, 2019",3 / 22,9,14,23
362,Analyst_2206610,SHAK,Q2 2019,"Aug 5, 2019",19 / 23,7,7,14
363,Analyst_2206610,SFM,Q2 2019,"Aug 1, 2019",3 / 12,-2,13,11
364,Analyst_2206610,ORLY,Q2 2019,"Jul 24, 2019",6 / 20,9,11,20
365,Analyst_2206610,BIG,Q1 2019,"May 31, 2019",9 / 24,8,14,22
366,Analyst_2206610,SFM,Q1 2019,"May 2, 2019",7 / 9,-6,-2,-8
367,Analyst_2206610,DKS,Q4 2018,"Mar 12, 2019",17 / 54,-1,18,17
368,zimmerm66,STNE,Q3 2021,"Nov 16, 2021",2 / 11,13,18,31
369,zimmerm66,IBM,Q3 2021,"Oct 20, 2021",2 / 68,-1,22,21
370,zimmerm66,LVS,Q3 2021,"Oct 20, 2021",9 / 23,-3,-2,-5
371,zimmerm66,TSLA,Q3 2021,"Oct 20, 2021",109 / 302,-3,18,15
372,zimmerm66,UAL,Q1 2021,"Apr 19, 2021",6 / 25,-1,-1,-2
373,zimmerm66,LL,Q4 2020,"Mar 2, 2021",4 / 9,9,11,20
374,zimmerm66,DDD,Q4 2020,"Mar 1, 2021",2 / 44,25,12,37
375,zimmerm66,APA,Q4 2020,"Feb 24, 2021",1 / 16,25,12,37
376,zimmerm66,INTC,Q4 2020,"Jan 21, 2021",141 / 159,-4,-4,-8
377,zimmerm66,NVDA,Q2 2021,"Aug 19, 2020",25 / 251,25,-2,23
378,zimmerm66,SKX,Q2 2020,"Jul 23, 2020",12 / 14,-9,10,1
379,zimmerm66,INTC,Q2 2020,"Jul 23, 2020",140 / 155,-8,-4,-12
380,zimmerm66,RH,Q1 2020,"Jun 4, 2020",8 / 22,16,-5,11
381,zimmerm66,WMT,Q1 2021,"May 19, 2020",53 / 83,25,-25,0
382,zimmerm66,NXPI,Q1 2020,"Apr 27, 2020",44 / 48,-15,-25,-40
383,zimmerm66,GGG,Q1 2020,"Apr 22, 2020",1 / 10,22,-3,19
384,zimmerm66,BBWI,Q4 2019,"Feb 26, 2020",1 / 22,21,18,39
385,zimmerm66,SQ,Q4 2019,"Feb 26, 2020",113 / 121,-5,-5,-10
386,zimmerm66,ETSY,Q4 2019,"Feb 26, 2020",34 / 39,-6,-3,-9
387,zimmerm66,NDSN,Q1 2020,"Feb 19, 2020",7 / 7,-6,-5,-11
388,zimmerm66,CAT,Q4 2019,"Jan 31, 2020",24 / 44,-4,15,11
389,zimmerm66,HON,Q4 2019,"Jan 31, 2020",12 / 18,-12,20,8
390,zimmerm66,LYB,Q4 2019,"Jan 31, 2020",1 / 18,12,24,36
391,zimmerm66,FLEX,Q3 2020,"Jan 30, 2020",12 / 12,-6,-4,-10
392,zimmerm66,WDC,Q2 2020,"Jan 30, 2020",19 / 34,13,-1,12
393,Mark Connollly,CSCO,Q3 2019,"May 15, 2019",88 / 144,-2,10,8
394,Mark Connollly,CDLX,Q1 2019,"May 9, 2019",6 / 8,14,-9,5
395,Mark Connollly,EVC,Q4 2018,"May 7, 2019",8 / 17,-8,8,0
396,Mark Connollly,FRAN,Q4 2018,"May 3, 2019",7 / 24,15,10,25
